"","gene","cor_cnt_telo","p_rank_telo"
"626","BCL11B_825",0.000487555325161843,0.418686326139425
"688","ARID5B_7",0.000489096585881255,0.553912366810569
"662","OSR1_212",0.000489107656450125,0.515067674689163
"583","AHRR_17",0.000489459773666898,0.347440546797185
"584","AHR_28",0.000489459773666898,0.347440546797185
"613","FOXF1_351",0.000504770302063612,0.383795380226262
"686","NR1H3_656",0.000506974557551719,0.553592493914112
"687","NR1H2_674",0.000506974557551719,0.553592493914112
"718","HOXA7_451",0.0005217253796104,0.626799901404675
"689","IRX2_527",0.000523260512414838,0.554520329152242
"598","AL7735441_836",0.000523486087261514,0.36893520209147
"599","CR3882292_837",0.000523486087261514,0.36893520209147
"600","AL6628334_838",0.000523486087261514,0.36893520209147
"601","CR7598154_839",0.000523486087261514,0.36893520209147
"602","BX0885802_840",0.000523486087261514,0.36893520209147
"603","CR8477943_864",0.000523486087261514,0.36893520209147
"620","NFAT5_717",0.000530331338402058,0.404446108398404
"503","HIVEP1_170",0.000533346484371103,0.252233209066737
"504","HIVEP3_824",0.000533346484371103,0.252233209066737
"471","EGR3_259",0.000540554367821982,0.215560368442592
"647","PKNOX1_497",0.000540613658791722,0.462466360023614
"485","ZNF35_239",0.000547479733086217,0.232375025494342
"259","KLF16_205",0.000550133842361026,0.0194945626044584
"574","MXI1_40",0.000571727263760545,0.327335389321645
"644","HEYL_65",0.000575828963832909,0.453470388098174
"578","TBX3_785",0.000579997849739056,0.336658857305753
"700","CEBPA_155",0.000581410956797409,0.579335211777671
"610","PPARA_696",0.00058474251476272,0.381346963370574
"597","MTF1_274",0.000591218277623033,0.367699420395369
"660","NR2F1_692",0.000600398542923439,0.507794262190039
"627","STAT5A_774",0.000600723183736875,0.420507824156985
"703","GATA3_384",0.000608392746035975,0.588756908847332
"661","GCM1_390",0.000616629698266494,0.508286843878791
"637","SIX5_540",0.000618231725844026,0.435118557401902
"631","DMRT2_307",0.00061995454668579,0.423381601266024
"665","DLX3_403",0.000622984132196908,0.52005679202068
"666","LHX9_485",0.000622984132196908,0.52005679202068
"667","PRRX2_519",0.000622984132196908,0.52005679202068
"668","SHOX2_521",0.000622984132196908,0.52005679202068
"669","RAX2_533",0.000622984132196908,0.52005679202068
"670","ISX_536",0.000622984132196908,0.52005679202068
"643","T_789",0.000624707485995048,0.448759874230131
"487","ZSCAN4_263",0.000625394794343967,0.232433534362569
"494","ATF6_116",0.000625516114867323,0.243821391433417
"464","ZSCAN10_206",0.000630202238047738,0.208955309112024
"529","NR4A3_668",0.000636881309250557,0.310742485835196
"674","ISL2_496",0.000637904739911044,0.526346544089161
"420","TFCP2_392",0.000647089998891492,0.139326666670453
"672","NANOGP1_835",0.000651283617815701,0.523933529371774
"580","ZNF589_225",0.000657222503716242,0.342669651732942
"516","FOXO4_373",0.000657790083461751,0.278666773589908
"510","HIC2_236",0.000666494246040193,0.26383436776086
"573","SOX17_764",0.000682390182325556,0.326262760519339
"657","ARNT_57",0.000682417520262123,0.503662592346668
"501","ATOH1_844",0.000696220709835968,0.251019640056585
"572","BARX1_468",0.000701230874402296,0.325925139542548
"633","RXRB_698",0.000708158423519977,0.430320851517061
"638","DMRT3_304",0.00071186407776008,0.437290834570302
"654","HNF4A_662",0.000721800712707619,0.494680810168399
"484","RARA_675",0.000725091353321209,0.231590317649831
"534","PBX2_563",0.000735783240109285,0.319820988074621
"535","AL8454643_566",0.000735783240109285,0.319820988074621
"536","BX2846861_573",0.000735783240109285,0.319820988074621
"537","CR8124782_575",0.000735783240109285,0.319820988074621
"538","BX9272396_589",0.000735783240109285,0.319820988074621
"539","CR9338788_599",0.000735783240109285,0.319820988074621
"540","AL6628305_600",0.000735783240109285,0.319820988074621
"656","CREB5_127",0.000738250300490878,0.501116563287201
"671","NEUROG3_43",0.000746229258232397,0.521340187110811
"541","ESRRB_669",0.000746375643273918,0.320722975311131
"478","ZNF384_202",0.000753409246587809,0.218150805453722
"101","KLF5_175",0.000756254171149467,0.000279679087228029
"488","FOXJ3_378",0.000765605031882956,0.232794759045542
"685","CUX2_292",0.000766869596197233,0.552511396792493
"436","ZNF143_231",0.000773913085278365,0.176036226586202
"544","ENSG00000215754_570",0.000774231851085471,0.323583581736292
"545","ENSG00000217642_571",0.000774231851085471,0.323583581736292
"546","ENSG00000224558_572",0.000774231851085471,0.323583581736292
"547","ENSG00000225958_574",0.000774231851085471,0.323583581736292
"548","ENSG00000226866_576",0.000774231851085471,0.323583581736292
"549","DUX4L5_578",0.000774231851085471,0.323583581736292
"550","ENSG00000227522_579",0.000774231851085471,0.323583581736292
"551","DUX4L2_580",0.000774231851085471,0.323583581736292
"552","DUX4L3_581",0.000774231851085471,0.323583581736292
"553","DUX4L6_582",0.000774231851085471,0.323583581736292
"554","ENSG00000228710_583",0.000774231851085471,0.323583581736292
"555","CT4768282_585",0.000774231851085471,0.323583581736292
"556","ENSG00000230380_586",0.000774231851085471,0.323583581736292
"557","ENSG00000230776_587",0.000774231851085471,0.323583581736292
"558","AL5921702_588",0.000774231851085471,0.323583581736292
"559","ENSG00000232923_590",0.000774231851085471,0.323583581736292
"560","ENSG00000233294_591",0.000774231851085471,0.323583581736292
"561","ENSG00000233361_592",0.000774231851085471,0.323583581736292
"562","ENSG00000233698_593",0.000774231851085471,0.323583581736292
"563","ENSG00000233794_594",0.000774231851085471,0.323583581736292
"564","ENSG00000234550_596",0.000774231851085471,0.323583581736292
"565","ENSG00000236207_598",0.000774231851085471,0.323583581736292
"566","ENSG00000237516_601",0.000774231851085471,0.323583581736292
"567","ENSG00000250589_602",0.000774231851085471,0.323583581736292
"568","DUX4_603",0.000774231851085471,0.323583581736292
"569","DUX1_859",0.000774231851085471,0.323583581736292
"570","DUX3_860",0.000774231851085471,0.323583581736292
"521","HES5_98",0.000776283810114657,0.294444845608461
"514","ZBTB33_255",0.00077728372939876,0.269788391411971
"581","E2F5_315",0.000788498847729899,0.345413317875727
"628","ATF1_118",0.000795037655243355,0.420686897243459
"466","TLX1_425",0.000809487473513555,0.211326116557823
"467","TLX3_505",0.000809487473513555,0.211326116557823
"594","CREB3L3_104",0.000812161083780342,0.366984387745482
"595","CREB3_111",0.000812161083780342,0.366984387745482
"596","CREB3L4_126",0.000812161083780342,0.366984387745482
"680","PRRX1_440",0.000819554359782643,0.541718058835573
"681","VENTX_490",0.000819554359782643,0.541718058835573
"682","SHOX_556",0.000819554359782643,0.541718058835573
"461","PAX5_709",0.000825143766072829,0.205386826181885
"450","NR6A1_683",0.000830275802447935,0.190358500125252
"482","ID2_35",0.000833079277454783,0.231344830783133
"483","ID1_47",0.000833079277454783,0.231344830783133
"505","TEAD1_796",0.000838366850417475,0.252588639779084
"194","SP8_226",0.000839512285693637,0.00547013111638587
