"sumexp","cor","gene"
10874.7213098479,-0.355618900144907,"LEF1"
11878.6811109022,-0.352212303849183,"BACH2"
11185.7110344753,-0.317897468242389,"PDE3B"
8962.42700090574,-0.313854323290981,"TXK"
8353.47854116754,-0.286942903365234,"NELL2"
3.11920481312758,-0.272358632311679,"AL008638.1"
13.8730725762279,-0.270666874546962,"LINC01865"
8.1286453874633,-0.263607188920533,"MARK1"
3175.43606259192,-0.261251592202285,"NRCAM"
1713.43350981852,-0.249916580962796,"ROBO1"
11.7331652545284,-0.248232534811908,"AL162414.1"
2905.9126672225,-0.247179613418166,"PTPRK"
12277.8647249314,-0.244788920106188,"CAMK4"
12.051752938068,-0.241494110478454,"SPIC"
4139.12997549621,-0.240408242569156,"IGF1R"
14.2418989867189,-0.239488588757547,"ERG"
7441.4145437807,-0.236910341165577,"ABLIM1"
4999.95148297824,-0.236833317056349,"FHIT"
4.66689426052176,-0.234504622176955,"CDH9"
786.433343382516,-0.232071086605608,"LY86-AS1"
3.0859236863406,-0.227095398029744,"SYT17"
7.20888843699041,-0.226798803569123,"IGLC7"
5013.12790165948,-0.226403072794631,"RASGRF2"
9.61834762759527,-0.225935748418847,"IL31RA"
10.0177944435614,-0.22332922078474,"LINC02160"
976.539033547289,-0.220230627497673,"CACHD1"
2507.95014094942,-0.215447813342115,"AK5"
13.0286999902625,-0.213863994777435,"CLEC9A"
1295.45103433219,-0.21369278361877,"AL163932.1"
3334.97771682338,-0.21241828432385,"SNED1"
8.40311756694661,-0.210799762210731,"BUB1B"
5.37965012404133,-0.21019640440331,"KIF18B"
62.2274697100574,-0.20800828926885,"CASC9"
5.02874450015422,-0.207484066367886,"LINC01515"
15.6936001100253,-0.206080514729526,"AL022318.5"
12049.751518612,-0.205481699971774,"IL7R"
26.551180494844,-0.204165185146951,"LINC02785"
6927.4703802055,-0.202124240727793,"NR3C2"
1801.20412472138,-0.202006397282856,"SLC16A10"
9.02405410053582,-0.199035361803301,"IGLV1-40"
4.71659784437021,-0.1970738332562,"AC109630.1"
50.5455188036636,-0.195149981771849,"COL26A1"
12.8542705307819,-0.194988672383509,"CDK1"
779.693010999335,-0.193593265722836,"HPGD"
7.2917633614243,-0.192955776915376,"CCNB2"
15.1295544222274,-0.191635253714277,"NTNG1"
17.8853290305597,-0.191272744791611,"CDC45"
16.5809757655272,-0.190995507247149,"GBP7"
69.7154652131291,-0.188656982577043,"AC002383.1"
42.2673744895694,-0.188584673027954,"AC012668.3"
2.02364179424095,-0.187876690028963,"FAM124A"
11300.1652612227,-0.187521391554457,"LTB"
1147.87467495201,-0.183856541179395,"TPST1"
5.11691720085809,-0.182756203354941,"CRYM"
12.4217895137492,-0.182581415894155,"HMHB1"
184.488083203197,-0.182564063287806,"AC005580.1"
2753.82200652298,-0.181633898523891,"JAML"
1516.65535960813,-0.181556710677577,"DLG2"
24.0266066407479,-0.180525963601564,"TPD52L1"
485.436230154863,-0.18025023961939,"AL359636.2"
7206.58850753216,-0.179598305055613,"APBA2"
1.58653887552489,-0.179595512769104,"AC009063.2"
25.89541656971,-0.17925982300977,"ENHO"
3665.69748518786,-0.179186509862922,"RNF157"
4.36703285025864,-0.178948569607979,"AC060234.3"
3.22444586133103,-0.178514847706764,"ADAD1"
7155.14798969716,-0.177477726721493,"MLLT3"
1070.42671804052,-0.177409916230921,"LRRC7"
1380.83943102917,-0.177394739500306,"AL590006.1"
7.33689201492042,-0.177392629920145,"AC006213.1"
