"cor","motif","name"
0.0937857971017158,"MA1472.1","BHLHA15(var.2)"
0.0942834864628636,"MA0774.1","MEIS2"
0.0951507669368374,"MA0886.1","EMX2"
0.0953096289433649,"MA0787.1","POU3F2"
0.0953570221428439,"MA0028.2","ELK1"
0.0954213943146203,"MA0623.2","NEUROG1"
0.0957705715289549,"MA0135.1","Lhx3"
0.0962626384125027,"MA0888.1","EVX2"
0.0962890099536181,"MA0720.1","Shox2"
0.0966362199941084,"MA0857.1","Rarb"
0.0966445602690482,"MA0784.1","POU1F1"
0.096687238812815,"MA0153.2","HNF1B"
0.0967987407553546,"MA0071.1","RORA"
0.0981017880090674,"MA1623.1","Stat2"
0.0982092420344429,"MA0898.1","Hmx3"
0.0982579542825572,"MA0797.1","TGIF2"
0.0987517247394662,"MA0890.1","GBX2"
0.0995040489506065,"MA0885.1","Dlx2"
0.100116456145835,"MA0067.1","Pax2"
0.100444476083644,"MA0474.2","ERG"
0.101525682988964,"MA0668.1","NEUROD2"
0.102039996903822,"MA0638.1","CREB3"
0.102233184312237,"MA0826.1","OLIG1"
0.10313462997597,"MA0854.1","Alx1"
0.103277372846525,"MA0789.1","POU3F4"
0.10368826038462,"MA0739.1","Hic1"
0.104523805162418,"MA0713.1","PHOX2A"
0.104620594478453,"MA0507.1","POU2F2"
0.104716805453685,"MA0793.1","POU6F2"
0.105191548112481,"MA0660.1","MEF2B"
0.105700756397816,"MA0112.3","ESR1"
0.1062112573733,"MA0156.2","FEV"
0.106561856806011,"MA0640.2","ELF3"
0.10692948525779,"MA0658.1","LHX6"
0.10709873438194,"MA0699.1","LBX2"
0.107253107606874,"MA0592.3","ESRRA"
0.108242141413541,"MA0889.1","GBX1"
0.108657261721743,"MA0141.3","ESRRB"
0.108905822174131,"MA1500.1","HOXB6"
0.109013532023612,"MA0072.1","RORA(var.2)"
0.109586366182643,"MA1572.1","TGIF2LY"
0.110511534937331,"MA0662.1","MIXL1"
0.110701323084709,"MA0475.2","FLI1"
0.111427222709841,"MA0760.1","ERF"
0.112146097033097,"MA1509.1","IRF6"
0.112630489209111,"MA0461.2","Atoh1"
0.113060154623766,"MA0903.1","HOXB3"
0.113111103736143,"MA0526.3","USF2"
0.113782253083398,"MA1571.1","TGIF2LX"
0.113881470128496,"MA1126.1","FOS::JUN(var.2)"
0.113941723521252,"MA0778.1","NFKB2"
0.114959792825105,"MA1576.1","THRB(var.3)"
0.115757946496634,"MA0521.1","Tcf12"
0.115836580546053,"MA0724.1","VENTX"
0.117002667041177,"MA1641.1","MYF5"
0.122240352629673,"MA0062.3","GABPA"
0.122891149118321,"MA1521.1","MAFA"
0.124662980217064,"MA1636.1","CEBPG(var.2)"
0.12488009877359,"MA0492.1","JUND(var.2)"
0.126457923929843,"MA0160.1","NR4A2"
0.126510329270539,"MA0258.2","ESR2"
0.126581261941633,"MA1540.1","NR5A1"
0.127392503866688,"MA0098.3","ETS1"
0.127613857707371,"MA1467.1","ATOH1(var.2)"
0.127818085074414,"MA0596.1","SREBF2"
0.127918187752176,"MA0093.3","USF1"
0.128077972758583,"MA0473.3","ELF1"
0.129516028181653,"MA0601.1","Arid3b"
0.130606580091839,"MA1520.1","MAF"
0.131664223368802,"MA0677.1","Nr2f6"
0.132767833363914,"MA0628.1","POU6F1"
0.132813029783394,"MA0595.1","SREBF1"
0.133400480347961,"MA0092.1","Hand1::Tcf3"
0.134425723501253,"MA0725.1","VSX1"
0.134425723501253,"MA0726.1","VSX2"
0.134698312853013,"MA0838.1","CEBPG"
0.134792958746246,"MA1549.1","POU6F1(var.2)"
0.13517304088035,"MA1556.1","RXRG(var.2)"
0.135427254728469,"MA0842.2","NRL"
0.136442576378687,"MA0017.2","NR2F1"
0.137150005871962,"MA0080.5","SPI1"
0.139125609341546,"MA0782.2","PKNOX1"
0.140999864726099,"MA0598.3","EHF"
0.14127618598987,"MA0495.3","MAFF"
0.145183166495629,"MA0884.1","DUXA"
0.146608074936341,"MA0709.1","Msx3"
0.147461277870312,"MA1535.1","NR2C1"
0.147765652559024,"MA0466.2","CEBPB"
0.148286085780851,"MA0018.4","CREB1"
0.148733533961113,"MA0633.1","Twist2"
0.151440421932284,"MA0804.1","TBX19"
0.151779769258025,"MA0117.2","Mafb"
0.153073103409354,"MA0643.1","Esrrg"
0.154507860882916,"MA0102.4","CEBPA"
0.154574905864591,"MA0892.1","GSX1"
0.156205065124919,"MA0875.1","BARX1"
0.157117597608546,"MA0837.1","CEBPE"
0.157978288632588,"MA0078.1","Sox17"
0.158912569428716,"MA0002.2","RUNX1"
0.159580187503886,"MA1504.1","HOXC4"
0.160744518380129,"MA1150.1","RORB"
0.160955190006813,"MA0645.1","ETV6"
0.161399214222764,"MA1110.1","NR1H4"
0.163366661349054,"MA1468.1","ATOH7"
0.164228679541645,"MA1652.1","ZKSCAN5"
0.166376059067919,"MA0107.1","RELA"
0.16859254436294,"MA0050.2","IRF1"
0.17066886228327,"MA0836.2","CEBPD"
0.172637167653133,"MA1111.1","NR2F2"
0.173003084614636,"MA1536.1","NR2C2(var.2)"
0.17351985230474,"MA0912.2","HOXD3"
0.175213699587328,"MA0488.1","JUN"
0.175933343584644,"MA1151.1","RORC"
0.177774855201437,"MA0081.2","SPIB"
0.178979591810955,"MA1632.1","ATF2"
0.18122428315405,"MA1114.1","PBX3"
0.184627206007052,"MA1420.1","IRF5"
0.188698313111773,"MA0101.1","REL"
0.195335315033437,"MA1532.1","NR1D2"
0.196001074944594,"MA1531.1","NR1D1"
0.200741658397804,"MA0659.2","MAFG"
0.210315789126249,"MA1570.1","TFAP4(var.2)"
0.210364325000484,"MA0513.1","SMAD2::SMAD3::SMAD4"
0.211626549110549,"MA1499.1","HOXB4"
0.211626549110549,"MA1507.1","HOXD4"
0.212009406053152,"MA0051.1","IRF2"
0.221712061949959,"MA0009.2","TBXT"
0.237552151959104,"MA0517.1","STAT1::STAT2"
0.239004680440015,"MA0772.1","IRF7"
0.24088777470901,"MA1418.1","IRF3"
0.256829688926778,"MA1496.1","HOXA4"
0.288565466863784,"MA0806.1","TBX4"
0.288565466863784,"MA0807.1","TBX5"
0.2922125242076,"MA1419.1","IRF4"
0.297007704363025,"MA0652.1","IRF8"
0.30425762495636,"MA0653.1","IRF9"
0.308405938661025,"MA1565.1","TBX18"
0.330999925265281,"MA1566.1","TBX3"
0.33961411339934,"MA1567.1","TBX6"
0.347855872448521,"MA0801.1","MGA"
0.347855872448521,"MA0803.1","TBX15"
0.348629320488391,"MA0805.1","TBX1"
0.356897264117691,"MA0689.1","TBX20"
0.359389279640806,"MA0690.1","TBX21"
0.360961239268601,"MA0591.1","Bach1::Mafk"
0.360990753809423,"MA0688.1","TBX2"
0.362281661574598,"MA0802.1","TBR1"
0.372221894258026,"MA0800.1","EOMES"
0.381067259703507,"MA0496.3","MAFK"
0.38840461344313,"MA0501.1","MAF::NFE2"
0.390562351917175,"MA0841.1","NFE2"
0.393519044014715,"MA0655.1","JDP2"
0.394896680945337,"MA1132.1","JUN::JUNB"
0.396928168872877,"MA1633.1","BACH1"
0.397862624309594,"MA0150.2","Nfe2l2"
0.398939661202366,"MA1138.1","FOSL2::JUNB"
0.400002805486154,"MA0478.1","FOSL2"
0.400668415538071,"MA1144.1","FOSL2::JUND"
0.400821799695141,"MA1135.1","FOSB::JUNB"
0.400845878422671,"MA0489.1","JUN(var.2)"
0.401382263463417,"MA1128.1","FOSL1::JUN"
0.401419048652409,"MA1134.1","FOS::JUNB"
0.402036046003222,"MA0099.3","FOS::JUN"
0.402072530255747,"MA1141.1","FOS::JUND"
0.40268570923309,"MA1142.1","FOSL1::JUND"
0.402896475550451,"MA1101.2","BACH2"
0.403346222212623,"MA1130.1","FOSL2::JUN"
0.403357784390963,"MA0476.1","FOS"
0.403497200314552,"MA0477.2","FOSL1"
0.404344927241662,"MA0089.2","NFE2L1"
0.404369912604322,"MA0491.2","JUND"
0.405392906276256,"MA1137.1","FOSL1::JUNB"
0.407499046013655,"MA0490.2","JUNB"
0.408930716202606,"MA1622.1","Smad2::Smad3"
0.411350685439789,"MA0462.2","BATF::JUN"
0.411487830551634,"MA1634.1","BATF"
0.413506710659038,"MA0835.2","BATF3"
