ID,COLLECTION,BASE_ID,VERSION,NAME,ACC
12956,UNVALIDATED,UN0577,1,POU2F1::DLX2,P14859
12956,UNVALIDATED,UN0577,1,POU2F1::DLX2,Q07687
12957,UNVALIDATED,UN0578,1,POU2F1::ELK1,P14859
12957,UNVALIDATED,UN0578,1,POU2F1::ELK1,P19419
12958,UNVALIDATED,UN0579,1,POU2F1::ETV1,P14859
12958,UNVALIDATED,UN0579,1,POU2F1::ETV1,P50549
12959,UNVALIDATED,UN0580,1,TCF15,Q12870
12960,UNVALIDATED,UN0581,1,TEAD4::DRGX,A6NNA5
12960,UNVALIDATED,UN0581,1,TEAD4::DRGX,Q15561
12961,UNVALIDATED,UN0582,1,TEAD4::ELF1,P32519
12961,UNVALIDATED,UN0582,1,TEAD4::ELF1,Q15561
12962,UNVALIDATED,UN0583,1,TEAD4::ELK1,P19419
12962,UNVALIDATED,UN0583,1,TEAD4::ELK1,Q15561
12963,UNVALIDATED,UN0584,1,TEAD4::ETV7,Q15561
12963,UNVALIDATED,UN0584,1,TEAD4::ETV7,Q9Y603
12964,UNVALIDATED,UN0585,1,TEAD4::SPDEF,O95238
12964,UNVALIDATED,UN0585,1,TEAD4::SPDEF,Q15561
12965,UNVALIDATED,UN0586,1,TEAD4::SPIB,Q01892
12965,UNVALIDATED,UN0586,1,TEAD4::SPIB,Q15561
12966,UNVALIDATED,UN0587,1,ZBTB21,Q9ULJ3
12967,UNVALIDATED,UN0588,1,ZFP64,Q9NPA5
12968,UNVALIDATED,UN0589,1,ZFP69B,Q9UJL9
12969,UNVALIDATED,UN0590,1,ZFP82,Q8N141
12970,UNVALIDATED,UN0591,1,ZIK1,Q3SY52
12971,UNVALIDATED,UN0592,1,ZKSCAN8,Q15776
12972,UNVALIDATED,UN0593,1,ZNF100,Q8IYN0
12973,UNVALIDATED,UN0594,1,ZNF112,Q9UJU3
12974,UNVALIDATED,UN0595,1,ZNF121,P58317
12975,UNVALIDATED,UN0596,1,ZNF132,P52740
12976,UNVALIDATED,UN0597,1,ZNF182,P17025
12977,UNVALIDATED,UN0598,1,ZNF184,Q99676
12978,UNVALIDATED,UN0599,1,ZNF19,P17023
12979,UNVALIDATED,UN0600,1,ZNF195,Q12901
12980,UNVALIDATED,UN0601,1,ZNF213,O14771
12981,UNVALIDATED,UN0602,1,ZNF222,Q9UK12
12982,UNVALIDATED,UN0603,1,ZNF223,Q9UK11
12983,UNVALIDATED,UN0604,1,ZNF250,P15622
12984,UNVALIDATED,UN0605,1,ZNF264,O43296
12985,UNVALIDATED,UN0606,1,ZNF266,Q14584
12986,UNVALIDATED,UN0607,1,ZNF273,Q14593
12988,UNVALIDATED,UN0609,1,ZNF333,Q96JL9
12989,UNVALIDATED,UN0610,1,ZNF337,Q9Y3M9
12990,UNVALIDATED,UN0611,1,ZNF33B,Q06732
12991,UNVALIDATED,UN0612,1,ZNF350,Q9GZX5
12992,UNVALIDATED,UN0613,1,ZNF37A,P17032
12993,UNVALIDATED,UN0614,1,ZNF433,Q8N7K0
12994,UNVALIDATED,UN0615,1,ZNF440,Q8IYI8
12995,UNVALIDATED,UN0616,1,ZNF462,Q96JM2
12996,UNVALIDATED,UN0617,1,ZNF480,Q8WV37
12997,UNVALIDATED,UN0618,1,ZNF483,Q8TF39
12998,UNVALIDATED,UN0619,1,ZNF484,Q5JVG2
12999,UNVALIDATED,UN0620,1,ZNF485,Q8NCK3
13000,UNVALIDATED,UN0621,1,ZNF491,Q8N8L2
13001,UNVALIDATED,UN0622,1,ZNF492,Q9P255
13002,UNVALIDATED,UN0623,1,ZNF502,Q8TBZ5
13003,UNVALIDATED,UN0624,1,ZNF507,Q8TCN5
13004,UNVALIDATED,UN0625,1,ZNF527,Q8NB42
13005,UNVALIDATED,UN0626,1,ZNF529,Q6P280
13006,UNVALIDATED,UN0627,1,ZNF540,Q8NDQ6
13007,UNVALIDATED,UN0628,1,ZNF543,Q08ER8
13008,UNVALIDATED,UN0629,1,ZNF544,Q6NX49
13009,UNVALIDATED,UN0630,1,ZNF554,Q86TJ5
13010,UNVALIDATED,UN0631,1,ZNF560,Q96MR9
13011,UNVALIDATED,UN0632,1,ZNF566,Q969W8
13012,UNVALIDATED,UN0633,1,ZNF567,Q8N184
13013,UNVALIDATED,UN0634,1,ZNF570,Q96NI8
13014,UNVALIDATED,UN0635,1,ZNF571,Q7Z3V5
13015,UNVALIDATED,UN0636,1,ZNF573,Q86YE8
13016,UNVALIDATED,UN0637,1,ZNF585A,Q6P3V2
13017,UNVALIDATED,UN0638,1,ZNF586,Q9NXT0
13018,UNVALIDATED,UN0639,1,ZNF587,Q96SQ5
13019,UNVALIDATED,UN0640,1,ZNF594,Q96JF6
13020,UNVALIDATED,UN0641,1,ZNF611,Q8N823
13021,UNVALIDATED,UN0642,1,ZNF614,Q8N883
13022,UNVALIDATED,UN0643,1,ZNF616,Q08AN1
13023,UNVALIDATED,UN0644,1,ZNF627,Q7L945
13024,UNVALIDATED,UN0645,1,ZNF629,Q9UEG4
13025,UNVALIDATED,UN0646,1,ZNF662,Q6ZS27
13026,UNVALIDATED,UN0647,1,ZNF664,Q8N3J9
13027,UNVALIDATED,UN0648,1,ZNF674,Q2M3X9
13028,UNVALIDATED,UN0649,1,ZNF681,Q96N22
13029,UNVALIDATED,UN0650,1,ZNF7,P17097
13030,UNVALIDATED,UN0651,1,ZNF714,Q96N38
13031,UNVALIDATED,UN0652,1,ZNF716,A6NP11
13032,UNVALIDATED,UN0653,1,ZNF736,B4DX44
13033,UNVALIDATED,UN0654,1,ZNF749,O43361
13034,UNVALIDATED,UN0655,1,ZNF77,Q15935
13035,UNVALIDATED,UN0656,1,ZNF774,Q6NX45
13036,UNVALIDATED,UN0657,1,ZNF778,Q96MU6
13037,UNVALIDATED,UN0658,1,ZNF783,Q6ZMS7
13038,UNVALIDATED,UN0659,1,ZNF786,Q8N393
13039,UNVALIDATED,UN0660,1,ZNF789,Q5FWF6
13040,UNVALIDATED,UN0661,1,ZNF79,Q15937
13041,UNVALIDATED,UN0662,1,ZNF799,Q96GE5
13042,UNVALIDATED,UN0663,1,ZNF846,Q147U1
13043,UNVALIDATED,UN0664,1,ZNF860,A6NHJ4
13044,UNVALIDATED,UN0665,1,ZNF880,Q6PDB4
13045,UNVALIDATED,UN0666,1,ZNF891,A8MT65
13046,UNVALIDATED,UN0667,1,ZNF98,A6NK75
13047,UNVALIDATED,UN0668,1,ZSCAN22,P10073
13048,UNVALIDATED,UN0669,1,HLTF,Q95216
13049,CORE,MA1988,1,Atf3,Q60765
13050,CORE,MA1989,1,Bcl11B,Q99PV8
13051,CORE,MA1990,1,Gli1,P47806
13052,CORE,MA1991,1,Hnf1A,P22361
13053,CORE,MA1992,1,Ikzf3,O08900
13054,CORE,MA1993,1,Neurod2,Q62414
13055,CORE,MA1994,1,Nkx2-1,P50220
13056,CORE,MA1995,1,Npas4,Q8BGD7
13057,CORE,MA1996,1,Nr1H2,""
13058,CORE,MA1997,1,Olig2,Q13516
13059,CORE,MA1998,1,Prdm14,E9Q3T6
13060,CORE,MA1999,1,Prdm5,Q9CXE0
13062,CORE,MA2001,1,Six4,Q61321
13063,CORE,MA2002,1,Zfp335,A2A5K6
13064,UNVALIDATED,UN0670,1,Arid1A,A2BH40
13065,UNVALIDATED,UN0671,1,Duxbl1,Q7TNE6
13066,UNVALIDATED,UN0672,1,Ebf4,Q8K4J2
13067,UNVALIDATED,UN0673,1,Fosb,P13346
13068,UNVALIDATED,UN0674,1,Hand1,Q64279
13069,UNVALIDATED,UN0675,1,Hmga1,P17095
13070,UNVALIDATED,UN0676,1,Zfat,Q7TS63
13071,UNVALIDATED,UN0677,1,Zfp319,Q9ERR8
13072,UNVALIDATED,UN0678,1,Zfp456,B2RUK9
13073,UNVALIDATED,UN0679,1,Zfp58,P16372
13074,UNVALIDATED,UN0680,1,Zfp617,Q91WM0
13075,UNVALIDATED,UN0681,1,Zfp683,I7HJS4
13076,UNVALIDATED,UN0682,1,Zfp809,G3X9G7
13077,UNVALIDATED,UN0683,1,Zfp961,E9Q4R5
13078,UNVALIDATED,UN0684,1,Zfp985,A2A7A5
13079,UNVALIDATED,UN0685,1,Zfpm1,O35615
13080,CORE,MA2003,1,NKX2-4,Q9H2Z4
13081,CORE,MA0037,4,Gata3,P23772
13082,CORE,MA0041,2,FOXD3,Q9UJU5
13083,CORE,MA0050,3,Irf1,P15314
13084,CORE,MA0067,2,PAX2,Q02962
13085,CORE,MA0078,2,Sox17,Q61473
13086,CORE,MA0079,5,SP1,P08047
13087,CORE,MA0080,6,Spi1,P17433
13088,CORE,MA0087,2,Sox5,P35710
13089,CORE,MA0095,3,Yy1,Q00899
13091,CORE,MA0136,3,Elf5,Q8VDK3
13092,CORE,MA0152,2,Nfatc2,Q60591
13093,CORE,MA0156,3,FEV,Q99581
13094,CORE,MA0157,3,Foxo3,Q9WVH4
13095,CORE,MA0160,2,NR4A2,P43354
13096,CORE,MA0265,2,ABF1,P14164
13097,CORE,MA0279,2,CAD1,P24813
13098,CORE,MA0281,2,CBF1,P17106
13099,CORE,MA0284,2,CIN5,P40917
13100,CORE,MA0303,2,GCN4,P03069
13101,CORE,MA0312,2,HAP1,P0CE41
13102,CORE,MA0314,2,HAP3,P13434
13103,CORE,MA0347,2,NRG1,Q03125
13104,CORE,MA0352,2,PDR1,P12383
13105,CORE,MA0359,2,RAP1,P11938
13106,CORE,MA0363,2,REB1,P21538
13107,CORE,MA0382,2,SKO1,Q02100
13108,CORE,MA0403,2,TBF1,Q02457
13109,CORE,MA0412,2,UME6,P39001
13110,CORE,MA0466,3,CEBPB,P17676
13111,CORE,MA0467,2,Crx,O54751
13112,CORE,MA0474,3,Erg,P81270
13113,CORE,MA0480,2,Foxo1,Q9R1E0
13114,CORE,MA0489,2,Jun,P05627
13115,CORE,MA0493,2,KLF1,Q13351
13116,CORE,MA0505,2,Nr5A2,P45448
13117,CORE,MA0506,2,Nrf1,Q61985
13118,CORE,MA0507,2,POU2F2,P09086
13119,CORE,MA0509,3,RFX1,P48743
13120,CORE,MA0514,2,Sox3,P53784
13121,CORE,MA0516,3,SP2,Q02086
13122,CORE,MA0521,2,Tcf12,Q61286
13123,CORE,MA0526,4,USF2,Q15853
13124,CORE,MA0606,2,Nfat5,Q9WV30
13125,CORE,MA0607,2,BHLHA15,Q7RTS1
13126,CORE,MA0611,2,Dux,A1JVI8
13127,CORE,MA0624,2,Nfatc1,O88942
13128,CORE,MA0625,2,NFATC3,Q12968
13129,CORE,MA0633,2,Twist2,Q9D030
13130,CORE,MA0642,2,EN2,P19622
13131,CORE,MA0644,2,ESX1,Q8N693
13132,CORE,MA0650,3,Hoxa13,Q62424
13133,CORE,MA0651,2,HOXC11,O43248
13134,CORE,MA0659,3,Mafg,O54790
13135,CORE,MA0666,2,MSX1,P28360
13136,CORE,MA0668,2,Neurod2,Q62414
13137,CORE,MA0680,2,Pax7,P47239
13138,CORE,MA0685,2,SP4,Q02446
13139,CORE,MA0690,2,TBX21,Q9UL17
13140,CORE,MA0693,3,Vdr,P48281
13141,CORE,MA0697,2,Zic3,Q62521
13142,CORE,MA0707,2,MNX1,P50219
13143,CORE,MA0708,2,MSX2,P35548
13144,CORE,MA0723,2,VAX2,Q9UIW0
13145,CORE,MA0734,3,Gli2,Q0VGT2
13146,CORE,MA0740,2,KLF14,Q8TD94
13147,CORE,MA0742,2,KLF12,Q9Y4X4
13148,CORE,MA0754,2,CUX1,P39880
13149,CORE,MA0756,2,ONECUT2,O95948
13150,CORE,MA0759,2,ELK3,P41970
13151,CORE,MA0764,3,ETV4,P43268
13152,CORE,MA0765,3,ETV5,P41161
13153,CORE,MA0768,2,Lef1,P27782
13154,CORE,MA0784,2,POU1F1,P28069
13155,CORE,MA0798,3,RFX3,P48380
13156,CORE,MA0799,2,RFX4,Q33E94
13157,CORE,MA0818,2,BHLHE22,Q8NFJ8
13158,CORE,MA0819,2,CLOCK,O15516
13159,CORE,MA0821,2,HES5,Q5TA89
13160,CORE,MA0828,2,SREBF2,Q12772
13161,CORE,MA0831,3,TFE3,P19532
13162,CORE,MA0837,2,CEBPE,Q15744
13163,CORE,MA0847,3,FOXD2,O60548
13164,CORE,MA0865,2,E2F8,A0AVK6
13165,CORE,MA0869,2,Sox11,Q7M6Y2
13166,CORE,MA0877,3,BARHL1,Q9BZE3
13167,CORE,MA0878,3,CDX1,P47902
13168,CORE,MA0879,2,DLX1,P56177
13169,CORE,MA0884,2,DUXA,A6NLW8
13170,CORE,MA0885,2,Dlx2,P40764
13171,CORE,MA0909,3,Hoxd13,P70217
13172,CORE,MA1110,2,Nr1H4,Q60641
13173,CORE,MA1467,2,Atoh1,P48985
13174,CORE,MA1472,2,Bhlha15,Q9QYC3
13175,CORE,MA1476,2,Dlx5,P70396
13176,CORE,MA1483,2,ELF2,Q15723
13177,CORE,MA1487,2,FOXE1,O00358
13178,CORE,MA1491,2,GLI3,P10071
13179,CORE,MA1498,2,HOXA7,P31268
13180,CORE,MA1511,2,KLF10,Q13118
13181,CORE,MA1518,2,Lhx1,P63006
13182,CORE,MA1524,2,Msgn1,Q9JK54
13183,CORE,MA1525,2,NFATC4,Q14934
13184,CORE,MA1532,2,NR1D2,Q14995
13185,CORE,MA1547,2,PITX2,Q99697
13186,CORE,MA1563,2,SOX18,P35713
13187,CORE,MA1566,2,TBX3,O15119
13188,CORE,MA1567,2,Tbx6,P70327
13189,CORE,MA1573,2,Thap11,Q9JJD0
13190,CORE,MA1601,2,ZNF75D,P51815
13191,CORE,MA1630,2,ZNF281,Q9Y2X9
13192,CORE,MA1633,2,BACH1,O14867
13193,CORE,MA1647,2,Prdm4,Q80V63
13194,UNVALIDATED,UN0173,2,ZNF28,P17035
13195,CORE,MA2011,1,ERF010,Q9FH94
13196,CORE,MA2012,1,ERF023,Q1ECI2
13197,CORE,MA2013,1,ERF115,Q9LY29
13198,CORE,MA2014,1,BAM8,Q9FH80
13199,CORE,MA2015,1,NAC002,Q39013
13200,CORE,MA2016,1,GRF6,Q9ZQ12
13201,CORE,MA2017,1,JUB1,Q9SK55
13202,CORE,MA2018,1,NAC69,Q9M126
13203,CORE,MA2019,1,HSFA1B,O81821
13204,CORE,MA2020,1,HSFB4,Q9C635
13205,CORE,MA2021,1,LBD13,Q9AT61
13206,CORE,MA2022,1,LOB,Q9FML4
13207,CORE,MA2023,1,PHL4,Q8GXC2
13208,CORE,MA2024,1,MYB63,Q6R0A6
13209,CORE,MA2025,1,MYB93,Q9S9Z2
13210,CORE,MA2026,1,MYB108,Q9LDE1
13211,CORE,MA2027,1,MYB44,Q9FDW1
13212,CORE,MA2028,1,MYB49,Q9SPG6
13213,CORE,MA2029,1,MYB88,F4IRB4
13214,CORE,MA2030,1,MYB96,Q24JK1
13215,CORE,MA2031,1,AT5G04760,Q9LZ21
13216,CORE,MA2032,1,TRB1,Q8VWK4
13217,UNVALIDATED,UN0687,1,NGA4,O82595
13218,UNVALIDATED,UN0688,1,BHLH10,Q84TK1
13219,UNVALIDATED,UN0689,1,NFYB2,Q9FGJ3
13220,UNVALIDATED,UN0690,1,NFYC2,Q8LCG7
13221,CORE,MA2033,1,NAC038,Q9ZQ25
13222,CORE,MA2034,1,NAC057,Q9LSH5
13223,CORE,MA2035,1,NAC075,Q9M0F8
13224,CORE,MA2036,1,NAC076,O65508
13225,CORE,MA2037,1,NAC096,Q9LS24
13226,CORE,MA2038,1,NAC103,Q9FMJ1
13227,CORE,MA2039,1,ASIL2,Q9LJG8
13228,CORE,MA2040,1,AT5G05550,F4K0Q7
13229,CORE,MA2041,1,MYB13,Q9LNC9
13230,CORE,MA2042,1,MYB58,Q9SA47
13231,CORE,MA2043,1,NAC004,O81913
13232,CORE,MA2044,1,NAC007,Q9FWX2
13233,CORE,MA2045,1,NAC031,Q9S851
13234,CORE,MA2046,1,NAC035,Q9ZVP8
13235,CORE,MA2047,1,NAC037,Q9SL41
13236,CORE,MA2048,1,NAC045,A4VCM0
13237,CORE,MA2049,1,NAC053,Q949N0
13238,CORE,MA2050,1,NAC101,Q9LVA1
13239,CORE,MA2051,1,NAC68,A8MQY1
13240,CORE,MA2052,1,ZAT6,O22533
13241,CORE,MA2053,1,NAC105,Q9FH59
13242,CORE,MA0008,3,HAT5,Q02283
13243,CORE,MA0597,2,THAP1,Q9NVV9
13244,CORE,MA0930,2,ABF3,Q9M7Q3
13245,CORE,MA0938,2,NAC058,Q9LS50
13246,CORE,MA0964,2,BIM1,Q9LEZ3
13247,CORE,MA0965,2,BIM2,Q9CAA4
13248,CORE,MA0994,2,ERF8,Q9MAI5
13249,CORE,MA1055,2,SPL1,Q9SMX9
13250,CORE,MA1068,2,TGA2,P43273
13251,CORE,MA1069,2,TGA6,Q39140
13252,CORE,MA1070,2,TGA7,Q93ZE2
13253,CORE,MA1079,2,WRKY21,O04336
13254,CORE,MA1081,2,WRKY25,O22921
13255,CORE,MA1083,2,WRKY30,Q9FL62
13256,CORE,MA1087,2,WRKY45,Q9S763
13257,CORE,MA1094,2,WRKY8,Q9FL26
13258,CORE,MA1163,2,PHL11,C0SVS4
13259,CORE,MA1165,2,HHO6,Q9FX84
13260,CORE,MA1178,2,MYB3R1,Q9S7G7
13261,CORE,MA1210,2,HAT22,P46604
13262,CORE,MA1213,2,ZHD3,O64722
13263,CORE,MA1219,2,ERF011,Q9SNE1
13264,CORE,MA1231,2,ERF15,Q8VYM0
13265,CORE,MA1272,2,DOF2.2,Q9ZV33
13266,CORE,MA1307,2,WRKY31,Q93WT0
13267,CORE,MA0577,3,SPL3,P93015
13268,CORE,MA1322,2,SPL9,Q700W2
13269,CORE,MA1338,2,DPBF3,Q9LES3
13270,CORE,MA1351,2,GBF3,P42776
13271,CORE,MA1359,2,BPE,Q0JXE7
13272,CORE,MA1360,2,BHLH74,Q6NKN9
13273,CORE,MA1386,2,HHO3,Q9FPE8
13274,CORE,MA1390,2,HHO2,Q8VZS3
13275,CORE,MA1392,2,MYB98,Q9S7L2
13276,CORE,MA1427,2,NAC028,Q9SRZ8
13277,CORE,MA1540,2,NR5A1,P33242
13278,CORE,MA1663,2,NAC050,Q9SQX9
13279,CORE,MA1664,2,HSFA6B,Q9LUH8
13280,CORE,MA1665,2,HSFB2A,Q9SCW4
13281,CORE,MA1666,2,HSFB2B,Q9T0D3
13282,CORE,MA1667,2,HSFC1,Q9LV52
13283,CORE,MA1674,2,NAC017,Q9XIC5
13284,CORE,MA1676,2,NAC062,Q9SCK6
13285,CORE,MA1678,2,NTL8,Q9XIN7
13286,CORE,MA1001,3,ERF11,Q9C5I3
